transaction_id	amount	sender_balance_before	sender_balance_after	receiver_balance_before	receiver_balance_after	transaction_type	hour	month_2026	day_of_week	device_type	region	is_fraud
UG9K499NR	812.93	47543.07	46730.14	28779.67	29592.6	paybill	12	7	Mon	smartphone	Kisumu	0
UFGDESVDE	264.14	44322.39	44058.25	28514.35	28778.49	paybill	6	6	Wed	smartphone	Kisumu	0
UJH2IJ4TT	353.79	66217.15	65863.36	12727.03	13080.82	till	18	10	Fri	feature	Mombasa	0
UKK61B7PX	960.91	45155.04	44194.13	13058.12	14019.03	peer	15	11	Tue	smartphone	Eldoret	0
UJA6B3ODF	1780.93	33051	31270.07	9787.78	11568.71	peer	12	10	Mon	feature	Nairobi	0
UCXU5WAHZ	1079.78	39105.4	38025.62	6659.11	7738.89	till	12	3	Fri	smartphone	Mombasa	0
UAY5U04RI	454.36	4968.2	4513.84	34700.87	35155.23	till	20	1	Sat	feature	Nakuru	0
UIKE9OUJW	302.72	33299.57	32996.85	45400.75	45703.47	till	17	9	Thu	feature	Mombasa	0
UHAEV0YU3	416.75	2013.31	1596.56	29241.39	29658.14	till	5	8	Tue	smartphone	Eldoret	0
UD900YEH8	4257.43	45950.66	41693.23	3045.1	7302.53	till	22	4	Tue	smartphone	Nairobi	0
UGDHF025L	47.13	28995.6	28948.47	6268.77	6315.9	till	16	7	Fri	feature	Nairobi	0
UKHWHM54X	438.77	15783.91	15345.14	1128.23	1567	paybill	0	11	Thu	smartphone	Nakuru	0
UAPF240SH	2967.11	47088.68	44121.57	15803.88	18770.99	paybill	10	1	Tue	feature	Kisumu	0
UCPA2TVMX	1479.14	34430.9	32951.76	37493	38972.14	till	22	3	Sun	feature	Kisumu	0
UGJRPE2XN	3663.49	26260.93	22597.44	8231.03	11894.52	till	0	7	Fri	smartphone	Nakuru	0
UEZSYJX20	299.82	19823.88	19524.06	15320.77	15620.59	till	7	5	Mon	smartphone	Nairobi	0
UE31YUW2T	1214.97	47213.31	45998.34	3368.84	4583.81	paybill	5	5	Fri	smartphone	Kisumu	0
UALYTUAGD	2671.59	7114.28	4442.69	8591.47	11263.06	paybill	10	1	Wed	feature	Mombasa	0
UDWY8UMNW	1094.96	46360.31	45265.35	730.45	1825.41	paybill	19	4	Mon	feature	Eldoret	0
UH1TRPUYD	670.31	31057.36	30387.05	43173.99	43844.3	peer	14	8	Thu	smartphone	Kisumu	0
UHO9CY9PE	553.99	21353.22	20799.23	16639.04	17193.03	peer	3	8	Wed	smartphone	Mombasa	0
UEAVEKVQH	1222.65	36735.63	35512.98	28229.53	29452.18	peer	4	5	Fri	smartphone	Nairobi	0
UE2TW1BYT	1631.63	65304.72	63673.09	947.27	2578.9	till	1	5	Sat	smartphone	Nairobi	0
UD25DSIUA	1997.24	70392.22	68394.98	2461.05	4458.29	paybill	8	4	Sun	feature	Nakuru	0
ULF09UYG3	394.15	11096.62	10702.47	46.47	440.62	peer	8	12	Sat	smartphone	Eldoret	0
UDHKCQWB0	3503.03	68743.03	65240	25002.91	28505.94	paybill	9	4	Sat	feature	Mombasa	0
UCY4FNGBG	1685.4	72946.9	71261.5	2014.45	3699.85	paybill	9	3	Mon	smartphone	Nakuru	0
UDCOPZFZZ	1076.82	32913.54	31836.72	10484.51	11561.33	till	21	4	Fri	feature	Mombasa	0
UC3VXHQG4	5630.03	6789.62	1159.59	19296.98	24927.01	paybill	6	3	Wed	smartphone	Nakuru	0
UDONT75EZ	702.48	61292.11	60589.63	34582.78	35285.26	peer	4	4	Sat	smartphone	Nairobi	0
UHOXZ3BG5	5056.25	4451.84	0	9122.9	14179.15	peer	11	8	Mon	smartphone	Eldoret	1
UITMTJLEG	5037.62	50598.33	45560.71	36305.56	41343.18	peer	6	9	Tue	smartphone	Mombasa	0
UIFPPWC1Q	685.84	34254.58	33568.74	32260.93	32946.77	paybill	2	9	Mon	smartphone	Nairobi	0
UA1Y50DF0	2051	31922.62	29871.62	340.73	2391.73	peer	18	1	Mon	smartphone	Nairobi	0
UBP6XCW8A	1111.64	64985	63873.36	41260.57	42372.21	paybill	15	2	Wed	feature	Nakuru	0
UIX1JD3VU	2377.54	71769.92	69392.38	42306.21	44683.75	paybill	11	9	Fri	smartphone	Nairobi	0
UC3KWBNBP	302.83	51361.33	51058.5	1278.49	1581.32	till	5	3	Mon	smartphone	Mombasa	0
UDNWD0JFN	2326.54	38945.27	36618.73	5450.68	7777.22	paybill	15	4	Tue	feature	Kisumu	0
UD9NBLGU0	428.61	64725.22	64296.61	43774.43	44203.04	peer	15	4	Sat	feature	Eldoret	0
UGHO4UW2A	540.31	69718.09	69177.78	39254.18	39794.49	till	12	7	Sun	smartphone	Nairobi	0
UBC275JT6	479.69	55256.8	54777.11	47251.2	47730.89	till	5	2	Mon	feature	Mombasa	0
UKG8R7SN1	1721.11	40096.29	38375.18	32286.25	34007.36	peer	22	11	Thu	feature	Kisumu	0
UCYFOY0SX	1071.77	24553.17	23481.4	3184.24	4256.01	paybill	18	3	Thu	feature	Mombasa	0
UAIPZN0TH	292.43	35688.22	35395.79	4212.77	4505.2	paybill	13	1	Mon	feature	Mombasa	0
UGK9OM115	1721.64	60170.83	58449.19	40597.31	42318.95	paybill	6	7	Sun	smartphone	Nairobi	0
UFTGG50YQ	4371.22	68694.67	64323.45	6584.35	10955.57	paybill	21	6	Sun	feature	Kisumu	0
UJ8T6AIDI	1831.38	54250.09	52418.71	12615.74	14447.12	till	7	10	Tue	feature	Eldoret	0
UL9Q3CYBY	3095.86	24640.94	21545.08	42983.98	46079.84	paybill	21	12	Tue	smartphone	Kisumu	0
UD83GSV5E	4808.65	67942.93	63134.28	19169.86	23978.51	peer	15	4	Sun	smartphone	Mombasa	0
UBZQQ5EB9	276.39	54163.91	53887.52	31802.37	32078.76	peer	10	2	Sat	smartphone	Nairobi	0
UDEX9BOBC	770.73	40937.98	40167.25	30215.65	30986.38	till	4	4	Sun	feature	Nakuru	0
UGD842ZSA	926.78	78501.2	77574.42	46624.45	47551.23	peer	4	7	Sun	smartphone	Kisumu	0
UJD2EEV7I	4074.11	67124.42	63050.31	33550.65	37624.76	paybill	2	10	Sat	feature	Nairobi	0
ULK9E0OAW	1791.15	24408.92	22617.77	6962.34	8753.49	paybill	16	12	Fri	feature	Kisumu	0
UACV35XUD	1420.16	70921.79	69501.63	2359.84	3780	peer	21	1	Thu	feature	Mombasa	0
UAV1OG07V	4882.4	69013.47	64131.07	11653.64	16536.04	peer	14	1	Tue	feature	Kisumu	0
UFMCJB00E	1782.09	69092.42	67310.33	6614.4	8396.49	till	14	6	Mon	feature	Kisumu	0
UFI7P80SD	5697.37	43586.16	37888.79	48788.94	54486.31	paybill	19	6	Sun	smartphone	Nairobi	0
UD5B5NOV3	691	42252.34	41561.34	8579.82	9270.82	paybill	11	4	Tue	feature	Nairobi	0
UF7H81JMB	274.91	70405.18	70130.27	25276.04	25550.95	till	6	6	Tue	feature	Nairobi	0
UBR4PU6W9	1063.18	5144.08	4080.9	19837.75	20900.93	paybill	5	2	Sat	smartphone	Eldoret	0
UDKT292MI	963.7	53085.39	52121.69	29768.32	30732.02	till	4	4	Sat	smartphone	Nairobi	0
UAHXWEDNY	804.59	32915.67	32111.08	40881.17	41685.76	peer	20	1	Fri	feature	Nakuru	0
UJZ2KGA99	3381.5	51934.89	48553.39	20948.49	24329.99	peer	17	10	Thu	feature	Eldoret	0
UJ35X3X10	918.81	60193.94	59275.13	25643.74	26562.55	paybill	22	10	Mon	feature	Eldoret	0
UI2UWUFUK	580.38	24994.58	24414.2	42282.68	42863.06	paybill	5	9	Fri	smartphone	Mombasa	0
UDD43I21P	450.85	30175.56	29724.71	28538.07	28988.92	peer	15	4	Thu	smartphone	Mombasa	0
UHFXQP6XG	977.16	17648.83	16671.67	11.35	988.51	till	9	8	Sat	smartphone	Eldoret	0
UJHYVNI8E	3697.68	59409.15	55711.47	8390.73	12088.41	peer	21	10	Sun	feature	Eldoret	0
UF85EFZVM	192.37	70107.78	69915.41	36139.23	36331.6	peer	13	6	Thu	feature	Nairobi	0
UKFXDTUMW	395.64	9619.34	9223.7	25619.64	26015.28	peer	0	11	Mon	feature	Eldoret	0
UBYYFGTU9	643.48	59547.88	58904.4	35550.05	36193.53	paybill	10	2	Sun	smartphone	Nakuru	0
UGTI2LSWB	400.84	2943.66	2542.82	49716.52	50117.36	peer	22	7	Thu	smartphone	Kisumu	0
UAYSV6O9E	397.37	60045.84	59648.47	13725.33	14122.7	paybill	22	1	Fri	smartphone	Nairobi	0
UBY3M84BC	1469.9	64211.9	62742	17062.22	18532.12	till	23	2	Sat	feature	Nairobi	0
UEWC0BOGW	880.98	65224.26	64343.28	43872.61	44753.59	till	6	5	Thu	feature	Nairobi	0
UA0HKARPK	2225.42	891.86	0	38902.32	41127.74	till	21	1	Thu	smartphone	Mombasa	1
UGYVMTD50	926.32	64664.62	63738.3	16036.23	16962.55	paybill	2	7	Mon	smartphone	Nakuru	0
UL7C1A7YJ	1239.78	19963.53	18723.75	26919.75	28159.53	peer	5	12	Tue	feature	Eldoret	0
UB78LZGM8	7268.12	69047.5	61779.38	13353.75	20621.87	till	19	2	Mon	feature	Mombasa	0
UD46FDVAE	1147.48	657.88	0	20174.05	21321.53	peer	8	4	Sun	feature	Nairobi	1
UHRUMEHCY	401.34	1560.18	1158.84	45206.77	45608.11	paybill	18	8	Fri	smartphone	Mombasa	0
UJLFOS9DJ	106.68	24694.75	24588.07	12058.26	12164.94	peer	7	10	Thu	smartphone	Mombasa	0
UBOT760RS	399.01	14875.13	14476.12	21407.76	21806.77	peer	14	2	Mon	smartphone	Kisumu	0
UH6V3DGS9	95.09	29125.5	29030.41	21932.38	22027.47	till	2	8	Wed	feature	Nairobi	0
UHIP35T54	5691.11	26479.46	20788.35	5340.04	11031.15	till	18	8	Wed	feature	Eldoret	0
UFI18A2VZ	4599.32	56741.04	52141.72	49689.2	54288.52	till	15	6	Mon	feature	Nairobi	0
ULC4R6S34	566.69	13226.52	12659.83	39158.07	39724.76	peer	22	12	Thu	smartphone	Nakuru	0
UK4GWLF9Y	196.01	22760.27	22564.26	16314.11	16510.12	peer	23	11	Sun	feature	Nairobi	0
UH7YOFCX7	31.46	15291.29	15259.83	41062.51	41093.97	till	17	8	Tue	feature	Eldoret	0
UG818UTYI	1179.97	13832.93	12652.96	23826.32	25006.29	till	4	7	Wed	smartphone	Eldoret	0
UC6BLBV0X	2008.43	13587.92	11579.49	42697.14	44705.57	till	15	3	Fri	feature	Mombasa	0
UEXKV4VTC	19.98	9333.11	9313.13	41821.05	41841.03	paybill	15	5	Thu	feature	Eldoret	0
ULXD7ITQR	1047.14	65588.03	64540.89	44409.57	45456.71	till	16	12	Tue	smartphone	Nairobi	0
UHJ28CW9R	333.25	40346.3	40013.05	43920.79	44254.04	paybill	6	8	Fri	smartphone	Eldoret	0
UJ6SZF4LU	4571.07	43609.97	39038.9	7993.99	12565.06	till	13	10	Mon	feature	Eldoret	0
UAOGWIBJB	1762.82	15622.46	13859.64	22360.05	24122.87	paybill	9	1	Sun	feature	Eldoret	0
ULWYUBEKT	2656.36	59183.59	56527.23	32276.72	34933.08	paybill	21	12	Sun	feature	Nakuru	0
UEGSQOF3W	254	32179.66	31925.66	39656.43	39910.43	peer	20	5	Sat	smartphone	Kisumu	0
ULUJO55H8	373.67	3280.93	2907.26	13699.4	14073.07	peer	0	12	Wed	feature	Eldoret	0
UECYLTM9R	4673.45	77572.31	72898.86	36735.43	41408.88	paybill	11	5	Thu	smartphone	Mombasa	0
UCOV5IT2N	1803.94	31438.2	29634.26	47388.98	49192.92	till	22	3	Mon	feature	Eldoret	0
UFAXS88UA	228.33	66349.14	66120.81	25407.09	25635.42	paybill	22	6	Sun	feature	Kisumu	0
UDALW563C	1452.33	62041.24	60588.91	17129.55	18581.88	paybill	15	4	Fri	feature	Kisumu	0
UAH3MI2DN	1481.96	50697.73	49215.77	22514.12	23996.08	peer	22	1	Wed	feature	Mombasa	0
UBLLD0N53	1136.08	71008.77	69872.69	31271.67	32407.75	till	6	2	Mon	smartphone	Nakuru	0
UH4B8J4ZX	2477.49	65643.89	63166.4	28093.19	30570.68	peer	6	8	Mon	feature	Nakuru	0
UHNT9ZSUV	1669.4	28541.03	26871.63	7425.34	9094.74	paybill	5	8	Mon	feature	Mombasa	0
UCISU1O67	1361.25	44199.72	42838.47	12091.91	13453.16	paybill	3	3	Thu	smartphone	Kisumu	0
UJS2QPKGR	832.68	19074.92	18242.24	14994.88	15827.56	paybill	18	10	Sat	feature	Kisumu	0
UKMV82LZW	1544.17	46962.29	45418.12	26304.13	27848.3	peer	23	11	Wed	smartphone	Eldoret	0
ULPLE45B2	2136.37	15533.48	13397.11	23565.41	25701.78	peer	16	12	Fri	smartphone	Nairobi	0
UDE55325C	959.45	41431.75	40472.3	20655.37	21614.82	paybill	3	4	Thu	smartphone	Nairobi	1
UDWP0YKKS	333.49	5874.93	5541.44	28789.29	29122.78	paybill	21	4	Fri	feature	Eldoret	0
UH8Y7P62Z	2882.68	28895.48	26012.8	4353.56	7236.24	paybill	4	8	Tue	smartphone	Mombasa	0
UF49Z7K8C	338.75	11858.34	11519.59	14898.86	15237.61	peer	23	6	Sat	smartphone	Mombasa	0
UD4EV5XWW	141.07	67929.02	67787.95	19863.57	20004.64	till	4	4	Mon	smartphone	Mombasa	0
UDORHTMT1	422.65	24683.56	24260.91	46302.98	46725.63	till	23	4	Mon	feature	Eldoret	0
UC6RL0NWR	264.56	46566.98	46302.42	35734.78	35999.34	till	15	3	Mon	feature	Mombasa	0
UJD340NXI	412.09	70769.85	70357.76	27699.66	28111.75	peer	17	10	Fri	smartphone	Mombasa	0
UBXGQHPZH	1147.16	58336.7	57189.54	15073.15	16220.31	till	17	2	Tue	smartphone	Nakuru	0
UCGUUW058	1372.09	29829.37	28457.28	37991.18	39363.27	paybill	16	3	Sat	smartphone	Kisumu	0
UDTF6LN82	620.6	40210.45	39589.85	29156.39	29776.99	till	17	4	Tue	feature	Kisumu	0
UEJE0Q0RF	1297.56	4063.51	2765.95	12853.13	14150.69	peer	11	5	Mon	feature	Eldoret	0
UEU8RZE6V	938.33	69822.81	68884.48	4355.46	5293.79	till	4	5	Thu	smartphone	Kisumu	0
UJGCBI6QS	1002.34	76927.9	75925.56	22242.62	23244.96	peer	13	10	Tue	feature	Mombasa	0
UCUU6IF31	1007.22	73385.93	72378.71	27677.93	28685.15	paybill	1	3	Thu	smartphone	Kisumu	0
UDG5JTV75	533.37	64963.36	64429.99	17092.45	17625.82	till	11	4	Sun	feature	Eldoret	0
UKH0ZNSGW	852.93	66651.7	65798.77	49288.41	50141.34	peer	22	11	Sun	smartphone	Kisumu	0
UAKK7X34U	2350.17	49894.51	47544.34	37081.36	39431.53	peer	21	1	Wed	smartphone	Mombasa	0
ULU7D2XG7	2452.88	31664.76	29211.88	2563.17	5016.05	till	21	12	Wed	smartphone	Mombasa	0
UEHJ5SC36	770.94	31058.57	30287.63	29171.08	29942.02	paybill	15	5	Mon	smartphone	Nairobi	0
UHD8FBFFH	936	50816.06	49880.06	9320.99	10256.99	till	5	8	Sat	feature	Eldoret	0
UH1FE1YEN	2075.66	9116.17	7040.51	29821.7	31897.36	peer	10	8	Mon	smartphone	Nakuru	0
ULBEM0TPI	994.48	30500.5	29506.02	5306.28	6300.76	till	12	12	Sat	smartphone	Eldoret	0
UEUPMTXQ5	1136.87	49090.84	47953.97	40280.11	41416.98	till	10	5	Mon	smartphone	Nairobi	0
UCDK2YWFM	534.3	42897.2	42362.9	30914.54	31448.84	till	11	3	Wed	smartphone	Kisumu	1
UJKE4VZN8	1712.31	9963.64	8251.33	10299	12011.31	peer	11	10	Sun	smartphone	Mombasa	0
ULYVEZRAD	1.42	1864.66	1863.24	17898.06	17899.48	peer	1	12	Tue	feature	Mombasa	0
UG7TTN1E4	608.93	67144.07	66535.14	27533.02	28141.95	peer	16	7	Sat	smartphone	Mombasa	0
UC97PNFIR	249.34	48060.09	47810.75	36562.53	36811.87	till	13	3	Fri	smartphone	Nairobi	0
ULZDPVOE4	2202.86	33521.46	31318.6	15470.64	17673.5	peer	3	12	Wed	feature	Nakuru	0
UC3YXHZKI	4140.39	5568.41	1428.02	44869.87	49010.26	till	13	3	Wed	feature	Kisumu	0
UJ6XN6LCP	190.7	67384.34	67193.64	30706.66	30897.36	paybill	11	10	Wed	feature	Nakuru	0
UC8J4E3QA	591.4	37927.51	37336.11	42727.37	43318.77	peer	7	3	Sun	smartphone	Nakuru	0
UBBA62TDO	623.28	7141.94	6518.66	38839.92	39463.2	peer	20	2	Thu	smartphone	Eldoret	0
UIBAD0NDV	2821.35	22002.22	19180.87	41383.76	44205.11	peer	10	9	Wed	smartphone	Nakuru	0
UBHBQIQIC	2019.85	42874.29	40854.44	31766.17	33786.02	paybill	20	2	Wed	feature	Nakuru	0
UEHOEHAPM	328.14	41494.37	41166.23	37400.8	37728.94	till	16	5	Wed	feature	Nakuru	0
ULPJBEAHY	2716.7	68649	65932.3	33346.37	36063.07	peer	5	12	Fri	feature	Nakuru	0
UH746PFMC	857.45	21279.99	20422.54	34809.62	35667.07	peer	13	8	Sat	feature	Mombasa	0
UACJOD8WA	321.41	20786.45	20465.04	2641.33	2962.74	peer	22	1	Mon	feature	Nairobi	0
UHXEJAXVT	1942.41	63372.12	61429.71	40578.6	42521.01	peer	16	8	Sun	feature	Eldoret	0
UALYZLGJV	987.46	48086.6	47099.14	8312.77	9300.23	till	6	1	Wed	feature	Eldoret	0
UJTRICQPE	716.42	71878.59	71162.17	29134.31	29850.73	till	21	10	Fri	feature	Nakuru	0
UG68FR8RU	198.77	61000.74	60801.97	29585.85	29784.62	peer	11	7	Sun	feature	Nairobi	0
UCHYSVKUE	319.83	39028.24	38708.41	1238.24	1558.07	peer	18	3	Mon	feature	Nakuru	0
UG48FHBQ6	429.16	42339.66	41910.5	16722.13	17151.29	peer	1	7	Mon	feature	Mombasa	0
UCXXWXJ46	1098.81	65070.5	63971.69	12873.95	13972.76	peer	9	3	Tue	feature	Nairobi	0
UJSS9V66D	2233.62	34956.06	32722.44	32915.37	35148.99	peer	9	10	Sat	feature	Eldoret	0
UA34876KE	863.62	64428.84	63565.22	6842.26	7705.88	paybill	20	1	Wed	smartphone	Eldoret	0
UH9N7TCAT	108.4	73819.35	73710.95	25118.59	25226.99	paybill	19	8	Thu	smartphone	Eldoret	0
UDNDVDXDF	595.99	66929.61	66333.62	43124.48	43720.47	till	5	4	Sun	feature	Mombasa	0
UJYUSQ1U9	569.69	73650.82	73081.13	600.15	1169.84	paybill	9	10	Sat	smartphone	Mombasa	0
UAVIE6DUE	1207.17	5142.2	3935.03	16230.46	17437.63	paybill	17	1	Fri	smartphone	Kisumu	0
UHK6YULND	1675.57	41489.03	39813.46	30709.31	32384.88	till	20	8	Sun	feature	Mombasa	0
UEX57ZKVN	404.98	38083.33	37678.35	39150.01	39554.99	paybill	23	5	Fri	feature	Mombasa	0
UEQLCAUDF	2080.36	67014.05	64933.69	11991	14071.36	paybill	19	5	Fri	smartphone	Nairobi	0
UETESU2HT	325.29	66255.32	65930.03	18899.7	19224.99	till	13	5	Tue	smartphone	Nakuru	0
UC9OF9SVC	5959.38	63375.66	57416.28	20115.35	26074.73	peer	10	3	Mon	feature	Nakuru	0
UD9E69IX9	829.96	9526	8696.04	2257.57	3087.53	peer	22	4	Sun	smartphone	Nairobi	0
UBIROAGI7	864.11	20146.14	19282.03	5028.14	5892.25	till	20	2	Mon	feature	Nakuru	0
ULAF6KKFE	749.49	35981.37	35231.88	28880.65	29630.14	paybill	19	12	Sat	smartphone	Kisumu	0
ULKBUOC1R	1269.12	28080.87	26811.75	30860.98	32130.1	till	13	12	Mon	smartphone	Mombasa	0
UJT1WT805	3241.73	8049.62	4807.89	38329.8	41571.53	till	20	10	Tue	smartphone	Kisumu	0
UBPO4DILG	5084.24	41378.54	36294.3	14230.02	19314.26	paybill	3	2	Wed	feature	Kisumu	0
UKT2I9OWP	1092.26	50498.56	49406.3	22782.48	23874.74	paybill	9	11	Fri	feature	Eldoret	0
UFMJLXDW0	986.72	21290.16	20303.44	8487.96	9474.68	peer	22	6	Sun	feature	Nairobi	0
UDZNZMCCY	150.79	4592.32	4441.53	24281.71	24432.5	till	1	4	Fri	feature	Kisumu	0
UGLOZESJN	3659.34	13251.48	9592.14	3193.99	6853.33	paybill	4	7	Mon	smartphone	Mombasa	0
UJXU3K8JB	572.74	68178.67	67605.93	27960.91	28533.65	paybill	2	10	Sat	feature	Nairobi	0
UJPRB2JA2	1084.61	72508.06	71423.45	37171.76	38256.37	paybill	11	10	Sun	feature	Eldoret	0
UHM6U2LLH	1141.58	48296.72	47155.14	3985.75	5127.33	till	4	8	Mon	feature	Nakuru	0
UD4N2524G	1723.82	27734.12	26010.3	1760.76	3484.58	till	23	4	Wed	smartphone	Mombasa	0
UGWVM7A7P	2056.69	32572.68	30515.99	43991.89	46048.58	peer	8	7	Tue	smartphone	Nairobi	0
UC82P5YRO	1569.1	57566.83	55997.73	13577.52	15146.62	till	9	3	Mon	feature	Kisumu	0
UBCK9D643	570.17	16223.42	15653.25	45441.32	46011.49	till	14	2	Sat	feature	Nairobi	0
UA19ARSOZ	2143.18	24147.21	22004.03	9202.24	11345.42	peer	2	1	Tue	smartphone	Nairobi	0
UJV7P2A2Q	2118.66	16802.06	14683.4	34789.75	36908.41	paybill	0	10	Sun	feature	Mombasa	0
UK3C07BTI	4329.21	26161	21831.79	23427.85	27757.06	paybill	22	11	Wed	smartphone	Mombasa	0
UFZ05TQM3	240.18	16806.88	16566.7	6517.66	6757.84	paybill	6	6	Fri	smartphone	Nakuru	0
UCEU1S5N1	341.36	67104.85	66763.49	40428.53	40769.89	peer	3	3	Mon	feature	Kisumu	0
UEXKQ054C	573.88	35721.46	35147.58	40832.76	41406.64	peer	11	5	Tue	feature	Kisumu	0
UIW09YW3D	3247.35	43115.21	39867.86	45661.48	48908.83	paybill	8	9	Sun	smartphone	Kisumu	0
UKKX0RB5T	736.47	9747.66	9011.19	48848.28	49584.75	peer	23	11	Sun	smartphone	Mombasa	0
UFZXC4VNI	310.41	75312.62	75002.21	33830.86	34141.27	paybill	6	6	Sat	smartphone	Nakuru	0
UGV2IZSFW	677.43	34348.68	33671.25	31425.11	32102.54	peer	9	7	Wed	smartphone	Nairobi	0
UL20SZORK	363.4	61248.77	60885.37	46470.17	46833.57	paybill	8	12	Wed	smartphone	Nairobi	0
UEJYMJBT3	343.75	59109.83	58766.08	3189.73	3533.48	till	14	5	Mon	feature	Kisumu	0
UJHZTAY12	734.63	16358.69	15624.06	47727.69	48462.32	peer	18	10	Sat	smartphone	Eldoret	0
UIQSX502U	3761.13	57442.33	53681.2	48830.88	52592.01	till	15	9	Fri	smartphone	Mombasa	0
UAL9RZ4D4	710.3	50346.94	49636.64	32019.04	32729.34	paybill	3	1	Thu	smartphone	Eldoret	0
UB59T8ZGE	2850.73	75820.13	72969.4	10938.59	13789.32	till	10	2	Sat	smartphone	Nairobi	0
UHFIUD99X	592.28	47485.19	46892.91	24461.36	25053.64	paybill	8	8	Sun	smartphone	Eldoret	0
UD9SSBU7G	214.67	59415.36	59200.69	11416.56	11631.23	peer	17	4	Mon	smartphone	Eldoret	0
UC6AYNPE6	90.35	23210.59	23120.24	18467.71	18558.06	till	4	3	Fri	feature	Mombasa	0
UBADKN2K7	1634.82	32058.64	30423.82	2869.59	4504.41	till	16	2	Wed	feature	Nakuru	0
UK7V12J21	1313.11	53955.63	52642.52	833.02	2146.13	peer	9	11	Tue	feature	Mombasa	0
UG5V32BH1	620.88	33604.84	32983.96	35054.88	35675.76	paybill	22	7	Tue	smartphone	Kisumu	0
UE78VPCAY	793.31	20587.4	19794.09	46698.9	47492.21	till	6	5	Thu	feature	Kisumu	0
UBC6ON5ZZ	210.72	29523.18	29312.46	48951.59	49162.31	peer	14	2	Wed	smartphone	Kisumu	0
UILO36JWB	819	68561.14	67742.14	23343.9	24162.9	paybill	1	9	Sun	smartphone	Nakuru	0
UGTKFTUWF	668.77	57417.28	56748.51	22178.17	22846.94	peer	14	7	Fri	smartphone	Nakuru	0
UGUSWETYX	4192.3	38089.54	33897.24	37846.38	42038.68	peer	11	7	Wed	smartphone	Eldoret	0
UJPN4U6AV	1752.53	69050.47	67297.94	24028	25780.53	peer	17	10	Tue	feature	Kisumu	0
UH4WU3GA9	106.85	2530.23	2423.38	36343.85	36450.7	peer	22	8	Sun	feature	Kisumu	0
UB2NS8ERK	3107.37	12760	9652.63	3110.25	6217.62	till	22	2	Tue	feature	Mombasa	0
UGV2DY4TK	2594.89	41057.96	38463.07	14543.84	17138.73	till	15	7	Thu	smartphone	Kisumu	0
UEGF7MVQ3	950.64	52101.57	51150.93	30753.23	31703.87	paybill	12	5	Sat	feature	Nakuru	0
UCDTYN4BP	289.78	23898.97	23609.19	39002.4	39292.18	peer	3	3	Sun	smartphone	Kisumu	0
UFRAU7BWH	956.93	862.51	0	3765.07	4722	paybill	6	6	Thu	feature	Mombasa	1
UHG3K59S7	707.05	27507.83	26800.78	49406.2	50113.25	till	1	8	Sun	feature	Nairobi	0
UADS83GYZ	996.05	4293.29	3297.24	22511.81	23507.86	peer	12	1	Thu	smartphone	Nairobi	0
UI72NRCMU	441.05	41771.92	41330.87	6232.37	6673.42	peer	18	9	Mon	smartphone	Nakuru	0
UF9V45D3D	4882.32	14825.68	9943.36	1968.09	6850.41	peer	13	6	Sat	smartphone	Eldoret	0
UD85P3EBQ	33.13	1653.9	1620.77	9439.7	9472.83	till	4	4	Wed	smartphone	Kisumu	0
UHJZ9DS2U	802.7	34325.31	33522.61	1355.33	2158.03	paybill	7	8	Tue	smartphone	Nairobi	0
UIQVU5OEJ	2295.26	9043.57	6748.31	30475.29	32770.55	peer	0	9	Thu	smartphone	Eldoret	0
ULSFR23C6	1260.5	42889.84	41629.34	23849.17	25109.67	peer	10	12	Mon	feature	Eldoret	0
UAF1XOYC6	739.5	72718.35	71978.85	39259.49	39998.99	till	5	1	Wed	feature	Kisumu	0
UI13M7PC5	1002.41	76968.47	75966.06	25447.95	26450.36	paybill	15	9	Mon	feature	Kisumu	0
UDVHZJKTH	904.48	71246.23	70341.75	13136.05	14040.53	peer	21	4	Wed	smartphone	Nakuru	0
UK8K6TLB3	958.69	22675.77	21717.08	13950.41	14909.1	till	14	11	Mon	feature	Nakuru	0
UHWMNOHG3	778.71	47051.4	46272.69	41029.59	41808.3	till	0	8	Wed	feature	Kisumu	0
UARZ0XV6D	747.03	12446.21	11699.18	21978.15	22725.18	peer	7	1	Thu	feature	Nairobi	0
UJ9ALK7YB	1071.43	6039.34	4967.91	5768.14	6839.57	peer	22	10	Sat	smartphone	Nairobi	0
ULW7L7J7Y	3056.66	77328.02	74271.36	47235.37	50292.03	peer	23	12	Sat	smartphone	Nakuru	0
UH626M8A4	611.68	27840.65	27228.97	39709.12	40320.8	till	12	8	Mon	smartphone	Mombasa	0
UBM576M2Y	1472.11	75874.73	74402.62	4566.29	6038.4	paybill	18	2	Sat	feature	Kisumu	0
UHK8R1Z4Q	264.12	75395.48	75131.36	39410.05	39674.17	paybill	9	8	Sat	feature	Nairobi	0
UDX3B9KYH	36.5	36050.5	36014	34645.45	34681.95	till	1	4	Mon	smartphone	Nairobi	0
UBAM75PSZ	1981.66	69387.47	67405.81	47792.16	49773.82	peer	6	2	Mon	feature	Eldoret	0
UB89MW68M	405.19	32511.06	32105.87	8458.09	8863.28	peer	6	2	Wed	feature	Eldoret	0
UANCC8UUX	5688.47	4713.51	0	42250.61	47939.08	paybill	4	1	Sun	smartphone	Mombasa	1
UINPJ269S	91.3	43548.59	43457.29	34748.51	34839.81	peer	3	9	Sat	smartphone	Nairobi	0
